chain,contract,label,token,date,quantity
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-04,9717955.820975
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-05,9777138.012242
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-06,9769347.197171
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-07,9638138.798908
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-08,9566725.117113
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-09,9197907.379052
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-10,9200536.424451
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-11,9596666.708177
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-12,9780040.18556
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-13,9792216.283362
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-14,9736955.445558
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-15,8504534.253763
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-16,8572981.465531
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-17,8598114.57016
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-18,8923328.019137
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-19,9084477.050088
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-20,9178111.972023
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-21,9213514.590434
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-22,9113190.014407
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-23,8901793.506816
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-24,8632347.714717
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-25,8881305.789114
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-26,8878956.157797
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-27,9579507.261526
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-28,9447332.030138
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-29,9474582.234122
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-30,9446576.630914
Base,0xb99b6df96d4d5448cc0a5b3e0ef7896df9507cf5,USDC,USDC,2025-12-31,8713698.913923
